OBJECTID,Sensor Status (1=Active 0=Inactive),Unique ID,RWIS Site Number,RWIS RPU ID,Sensor Name,PLSS Township,PLSS Section,PLSS Range,RWIS Name,NWS ID,Latitude,Longitude,Altitude,County Name,Route Name,Mile Post,Cost Center,Garage Name,DOT District,County Number,Data Last Pulled from RWIS Sensor (UTC),REST Service Last Updated (UTC),Average Speed (MPH),Average Headway,Lane ID,UTC Offset
123,1,5120523,512052,52,US 151 EB Driving Lane,T84N,24,R05W,Anamosa,RCRI4,42.071186,-91.335695,939,JONES,IA 1,266.2,556810,Anamosa,6,53,1565127566000,1565127984403,71,90,3,-05:00
124,1,5120530,512053,53,I-80 EB Driving Lane,T80N,35,R21W,Colfax,RCFI4,41.68899999999999,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,1565127759000,1565127984403,69,90,0,-05:00
125,1,5120531,512053,53,I-80 EB Passing Lane,T80N,35,R21W,Colfax,RCFI4,41.68899999999999,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,1565127759000,1565127984403,76,90,1,-05:00
126,1,5120532,512053,53,I-80 WB Passing Lane,T80N,35,R21W,Colfax,RCFI4,41.68899999999999,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,1565127759000,1565127984403,71,270,2,-05:00
127,1,5120533,512053,53,I-80 WB Driving Lane,T80N,35,R21W,Colfax,RCFI4,41.68899999999999,-93.2597,806,JASPER,I-80,154.5,551804,Newton,1,50,1565127759000,1565127984403,73,270,3,-05:00
128,1,5120550,512055,55,IA 2 WB,T68N,23,R34W,Bedford,RBFI4,40.6773,-94.7808,1100,TAYLOR,IA 2 ,71.3,554605,Clarinda,4,87,1565127651000,1565127984403,62,270,0,-05:00
129,1,5120551,512055,55,IA 2 EB,T68N,23,R34W,Bedford,RBFI4,40.6773,-94.7808,1100,TAYLOR,IA 2 ,71.3,554605,Clarinda,4,87,1565127651000,1565127984403,63,90,1,-05:00
130,1,5120570,512057,57,US 30 WB,T83N,25,R13W,Tama,RTMI4,41.9649,-92.2983,822,TAMA,US 30,153.0,551605,Tama,1,86,1565127014000,1565127984403,58,270,0,-05:00
131,1,5120571,512057,57,US 30 EB,T83N,25,R13W,Tama,RTMI4,41.9649,-92.2983,822,TAMA,US 30,153.0,551605,Tama,1,86,1565127014000,1565127984403,56,90,1,-05:00
132,1,5120572,512057,57,US 30 Right Turn,T83N,25,R13W,Tama,RTMI4,41.9649,-92.2983,822,TAMA,US 30,153.0,551605,Tama,1,86,1565127014000,1565127984403,32,9999,2,-05:00
133,1,5120580,512058,58,US 218 SB Driving Lane,T93N,30,R14W,Plainfield,RPFI4,42.8332,-92.5371,965,BREMER,US 218,153.0,552809,Waverly,2,9,1565127598000,1565127984403,71,180,0,-05:00
134,1,5120581,512058,58,US 218 SB Passing Lane,T93N,30,R14W,Plainfield,RPFI4,42.8332,-92.5371,965,BREMER,US 218,219.9,552809,Waverly,2,9,1565127598000,1565127984403,71,180,1,-05:00
135,1,5120582,512058,58,US 218 NB Passing Lane,T93N,30,R14W,Plainfield,RPFI4,42.8332,-92.5371,965,BREMER,US 218,219.9,552809,Waverly,2,9,1565127598000,1565127984403,76,0,2,-05:00
136,1,5120583,512058,58,US 218 NB Driving Lane,T93N,30,R14W,Plainfield,RPFI4,42.8332,-92.5371,965,BREMER,US 218,219.9,552809,Waverly,2,9,1565127598000,1565127984403,69,0,3,-05:00
137,1,5120590,512059,59,IA 2 EB,T68N,30,R10W,Cantril,RCLI4,40.6578,-92.06200000000001,693,VAN BUREN,IA 2,219.9,555826,Bloomfield,5,89,1565127751000,1565127984403,62,90,0,-05:00
138,1,5120591,512059,59,IA 2 WB,T68N,30,R10W,Cantril,RCLI4,40.6578,-92.06200000000001,693,VAN BUREN,IA 2,211.2,555826,Bloomfield,5,89,1565127751000,1565127984403,58,270,1,-05:00
139,1,5120600,512060,60,US 59 SB,T82N,13,R39W,Denison,RDNI4,41.9157,-95.3439,1400,CRAWFORD,US 59,95.0,553612,Denison,3,24,1565127221000,1565127984403,0,180,0,-05:00
140,1,5120601,512060,60,US 59 NB,T82N,13,R39W,Denison,RDNI4,41.9157,-95.3439,1400,CRAWFORD,US 59,95.0,553612,Denison,3,24,1565127221000,1565127984403,0,0,1,-05:00
142,1,5120560,512056,56,IA 137 WB,T73N,12,R16W,Eddyville,RDYI4,41.1465,-92.6436,799,MONROE,IA 137,,555690,Ottumwa,5,68,1565127721000,1565127984403,66,90,0,-05:00
143,1,5120561,512056,56,IA 137 EB,T73N,12,R16W,Eddyville,RDYI4,41.1465,-92.6436,799,MONROE,IA 137,,555690,Ottumwa,5,68,1565127721000,1565127984403,57,270,1,-05:00
144,0,5120320,512032,32,US 218 NB Driving Lane,T70N,4,R06W,Mount Pleasant,RMPI4,40.895666999999996,-91.5555,436,HENRY,US 218,38.3,555844,Mount Pleasant,5,44,1542213309000,1565127984403,9999,0,0,-05:00
145,0,5120321,512032,32,US 218 NB Passing Lane,T70N,4,R06W,Mount Pleasant,RMPI4,40.895666999999996,-91.5555,436,HENRY,US 218,38.3,555844,Mount Pleasant,5,44,1542213309000,1565127984403,9999,0,1,-05:00
146,0,5120322,512032,32,US 218 SB Passing Lane,T70N,4,R06W,Mount Pleasant,RMPI4,40.895666999999996,-91.5555,436,HENRY,US 218,38.3,555844,Mount Pleasant,5,44,1542213309000,1565127984403,9999,180,2,-05:00
147,0,5120323,512032,32,US 218 SB Driving Lane,T70N,4,R06W,Mount Pleasant,RMPI4,40.895666999999996,-91.5555,436,HENRY,US 218,38.3,555844,Mount Pleasant,5,44,1542213309000,1565127984403,9999,180,3,-05:00
148,1,5120280,512028,28,US 61 SB Driving Lane,T84N,24,R02E,Maquoketa,RMQI4,42.0685,-90.6835,824,JACKSON,US 61,158.95,556808,Maquoketa,6,49,1565127783000,1565127984403,76,180,0,-05:00
149,1,5120281,512028,28,US 61 SB Passing Lane,T84N,24,R02E,Maquoketa,RMQI4,42.0685,-90.6835,824,JACKSON,US 61,158.95,556808,Maquoketa,6,49,1565127783000,1565127984403,78,180,1,-05:00
150,1,5120282,512028,28,US 61 NB Passing Lane,T84N,24,R02E,Maquoketa,RMQI4,42.0685,-90.6835,824,JACKSON,US 61,158.95,556808,Maquoketa,6,49,1565127783000,1565127984403,73,0,2,-05:00
151,1,5120283,512028,28,US 61 NB Driving Lane,T84N,24,R02E,Maquoketa,RMQI4,42.0685,-90.6835,824,JACKSON,US 61,158.95,556808,Maquoketa,6,49,1565127783000,1565127984403,68,0,3,-05:00
152,1,5120390,512039,39,I-29 SB Driving Lane,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,1565127626000,1565127984403,80,180,0,-05:00
153,1,5120391,512039,39,I-29 SB Passing Lane,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,1565127626000,1565127984403,81,180,1,-05:00
154,1,5120392,512039,39,I-29 NB Driving Lane,T68N,21,R43W,Sidney,RSDI4,40.6895,-95.7834,943,FREMONT,I-29,10.2,554808,Sidney,4,36,1565127626000,1565127984403,79,0,2,-05:00
156,0,5120630,512063,63,US 20 WB Driving Lane,T88N,10,R33W,Rockwell City,RRWI4,42.4501,-94.67,1286,CALHOUN,US 20,,553606,Rockwell City,3,13,1565125303000,1565127984403,9999,270,0,-05:00
157,0,5120631,512063,63,US 20 WB Passing Lane,T88N,10,R33W,Rockwell City,RRWI4,42.4501,-94.67,1286,CALHOUN,US 20,,553606,Rockwell City,3,13,1565125303000,1565127984403,9999,270,1,-05:00
158,0,5120632,512063,63,US 20 EB Passing Lane,T88N,10,R33W,Rockwell City,RRWI4,42.4501,-94.67,1286,CALHOUN,US 20,,553606,Rockwell City,3,13,1565125303000,1565127984403,9999,90,2,-05:00
159,0,5120633,512063,63,US 20 WB Passing Lane,T88N,10,R33W,Rockwell City,RRWI4,42.4501,-94.67,1286,CALHOUN,US 20,,553606,Rockwell City,3,13,1565125303000,1565127984403,9999,90,3,-05:00
